,NDX,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AMGN,ADI,ANSS,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CDW,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,CPRT,COST,CSX,DXCM,DOCU,DLTR,EBAY,EA,EXC,EXPE,FB,FAST,FISV,GILD,IDXX,ILMN,INCY,INTC,INTU,ISRG,JD,KLAC,KHC,LRCX,LBTYA,LBTYK,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MRNA,MDLZ,MNST,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,PDD,QCOM,REGN,ROST,SGEN,SIRI,SWKS,SPLK,SBUX,SNPS,TMUS,TTWO,TSLA,TXN,TCOM,ULTA,VRSN,VRSK,VRTX,WBA,WDAY,WDC,XEL,XLNX
7/22/20,10870.75,81.099998,445.049988,61.790001,105.879997,317.970001,1564.849976,1568.48999,3099.909912,251.676422,112.794739,306.890015,96.785568,63.817978,391.082703,240.740005,145.916092,122.75,280.809998,127.580002,1720.540039,308.337677,103.669998,118.311142,71.664978,565.119995,123.019997,285.734131,46.097519,166.289551,61.385586,42.163395,89.559998,317.993225,72.804207,426.149994,203.979996,97.120003,55.998833,138.115967,38.257969,87.68,239.869995,44.698204,102.440002,74.614853,365.230011,391.709991,105.370003,59.837101,295.444153,681.340027,61.84,203.709473,34.096672,359.640656,23.030001,22.709999,326.720001,90.809998,68.462807,1019.390015,103.567909,51.650002,210.203629,83.224998,53.956234,75.730003,92.548103,489.820007,417.301819,120.706375,450.769989,83.680321,72.141319,178.419998,134.08374,80.760002,91.710876,637.530029,88.779999,176.830002,5.897207,134.98703,204.509995,76.137413,200.660004,104.93,154.050003,318.466003,129.897385,27.280001,205.440002,205.809998,180.8284,291.230011,39.379723,188.570007,43.959999,67.506142,102.384758
7/23/20,10580.58984,79.610001,431.73999,59.57,104.790001,299.049988,1516.75,1515.680054,2986.550049,247.034241,110.87323,300.149994,92.380234,63.23167,382.745056,237.339996,145.214584,121.099998,278.51001,124.489998,1695.459961,304.279602,102.940002,118.02301,71.734596,560.419983,124.199997,299.213104,46.598789,144.790802,61.504475,42.08416,90.239998,315.872009,71.084961,420.01001,198.490005,96.32,54.81604,135.179871,37.914536,85.169998,232.600006,44.629948,102.190002,73.939651,360.839996,386.450012,101.68,59.20002,290.570587,686.549988,60.52,201.711349,34.05759,352.546387,22.620001,22.290001,320.01001,88.970001,66.98291,982.299988,100.634041,52.639999,201.060898,75.330002,54.282642,74.93,90.61998,477.579987,404.949188,118.538116,447.850006,84.47541,71.496414,173.860001,135.138596,79.050003,88.809006,630.309998,87.739998,172.899994,5.847567,134.036255,201.929993,74.284241,197.800003,104.510002,151.479996,302.614014,126.476707,26.83,205.639999,205.479996,180.110474,284.459991,39.040993,185.369995,46.16,67.397545,102.424492
7/24/20,10483.12988,79.989998,430.309998,69.400002,101.489998,298.140015,1508.209961,1511.869995,3008.909912,242.862152,111.140656,293.51001,92.151382,60.240509,366.259003,232.880005,143.692963,119.019997,272.329987,122.949997,1701.300049,300.467133,102.589996,113.82032,71.396461,561.719971,123.480003,298.808258,45.606071,141.756516,61.22707,42.935944,89.519997,315.552399,70.896141,421.75,190.949997,95.599998,54.786221,135.060043,37.090309,83.720001,230.710007,44.600693,100.629997,72.060829,359.230011,382.25,99.419998,49.584911,287.710205,675.330017,60.880001,186.171509,33.881733,343.5047,22.459999,22.110001,321.5,87.5,66.675003,988.98999,99.325684,50.02,199.829971,73.209999,54.272751,74.879997,89.209206,480.450012,407.537628,115.126587,442.339996,84.161301,70.538841,172.559998,134.133026,78.949997,88.036499,608.940002,86.160004,168.820007,5.867423,130.342194,199.570007,74.69825,193.369995,104.93,156.020004,283.399994,127.054993,27.1,203.710007,208.529999,179.262909,278.48999,39.205517,182.779999,42.849998,67.012527,101.997269
7/27/20,10674.37988,81.629997,437.100006,68.970001,106.849998,308.75,1529.430054,1530.199951,3055.209961,248.415115,114.696449,300.170013,94.335396,62.615547,380.304504,239.690002,143.979507,115.860001,286.190002,124,1702.829956,307.237183,105.269997,115.549095,72.052841,559.909973,123.980003,294.542389,46.382553,141.269028,62.841961,43.14394,91.25,317.315216,71.144592,423.429993,196.270004,95.419998,56.883442,135.978806,36.874443,84.419998,233.5,45.316422,101.150002,72.941528,366.670013,393.040009,102.089996,48.585178,295.155121,685.349976,62.779999,194.935562,34.038052,355.785492,23.15,22.790001,331.549988,86.269997,68.442947,1070.439941,102.18026,51.59,202.361343,79.910004,54.975025,76.43,89.921562,495.649994,416.612213,119.592407,450.450012,84.337997,70.92968,177.979996,135.72023,83.440002,91.809914,637.400024,85.120003,171.360001,5.946846,135.37326,203.149994,75.368538,197.089996,105.620003,159.240005,307.920013,129.495514,27.85,198.839996,209.789993,182.68306,284.209991,38.557095,183.759995,43.73,66.647263,106.120476
7/28/20,10532.5,80.720001,432.26001,67.610001,105.209999,299.109985,1503.650024,1500.339966,3000.330078,250.001694,114.329964,298.220001,92.785706,61.909992,374.905457,234.580002,144.898392,115.690002,280.350006,122.830002,1681.75,302,104.050003,113.114906,70.750023,561.409973,121.169998,289.8815,45.488121,137.319443,62.059284,42.797283,89.639999,317.286163,69.663857,417.790009,196.729996,95.639999,56.00877,134.600647,37.257122,83.68,230.119995,44.48304,99.900002,72.148903,361.649994,385.420013,100.610001,48.261738,295.802917,679.690002,61.490002,190.385376,34.43861,346.694153,23.33,22.9,322.640015,86.550003,68.47274,1039.560059,99.63295,50.09,200.544693,81.489998,55.103607,76.190002,89.597214,488.51001,408.377136,114.619339,450.049988,83.87664,71.467102,176.270004,135.434357,83.769997,90.571915,631,85.879997,171.350006,5.907135,133.362808,205.300003,73.574516,194.899994,104.519997,156.410004,295.298004,127.545067,27.719999,197.559998,206.419998,181.905289,278.519989,39.370045,180.380005,42.849998,67.496269,104.133392
7/29/20,10662.98047,81.199997,436.299988,76.089996,104.599998,300.23999,1523.51001,1522.02002,3033.530029,243.714218,116.40995,306.049988,94.564247,62.85405,363.210815,238.610001,135.482239,119.82,277.359985,120.529999,1707.540039,303.473877,105.970001,114.893349,73.007584,566.419983,122.760002,301.968109,45.910767,138.572968,64.189354,43.480694,92.720001,315.901093,71.472534,427.079987,209.149994,95.019997,54.199791,135.7491,37.83604,85.32,233.289993,45.639969,101.370003,71.444344,366.910004,385.279999,98.040001,47.114979,301.164856,695.789978,62.59,193.016571,34.751244,358.517883,23.959999,23.440001,325.73999,87.139999,69.426239,1086.910034,101.783798,50.389999,202.569794,79.510002,56.171856,77.309998,90.019058,484.480011,418.371185,118.448601,455.769989,84.406693,71.867722,184.600006,135.976547,84.029999,92.136749,632.159973,88.43,168.419998,5.867423,135.135574,208.330002,76.314835,198.419998,105.779999,157.820007,299.821991,129.02507,27.950001,203.020004,208.729996,187.110275,278.720001,39.834587,183.910004,42.419998,67.851677,107.123962
7/30/20,10715.50977,81.699997,438.880005,78.199997,104.809998,296.130005,1538.369995,1531.449951,3051.879883,241.060135,115.191681,309.670013,95.708496,64.016716,361.328156,236.100006,131.302765,118,274.859985,121.720001,1687.73999,306.667267,107.650002,114.943024,70.86937,563.440002,123.540001,298.028137,45.645386,140.960617,68.538658,43.252888,92.730003,315.299255,69.802986,431.359985,213.940002,93.949997,54.388641,138.405563,37.74773,84.93,234.5,45.992935,100.449997,70.778915,374.100006,382.779999,100.510002,47.036568,302.918976,687.390015,62.290001,195.756561,33.598408,376.11441,23.57,23,323.660004,85.510002,68.542267,1107.5,101.347679,50.740002,202.410965,77.629997,55.162956,77.82,89.784256,485.799988,424.307648,116.588669,480.519989,83.052109,70.695168,192.509995,135.73996,84.940002,106.160789,631.469971,88.949997,171.139999,5.827711,140.820282,209.389999,75.545967,199.339996,105.480003,159.559998,297.497986,127.199326,27.459999,198.610001,208.479996,186.631653,279.399994,39.331337,180.580002,42.759998,68.118225,111.14782
7/31/20,10905.87988,82.629997,444.320007,77.43,102.489998,293.820007,1487.949951,1482.959961,3164.679932,239.620468,113.755501,310.600006,105.728088,63.927288,352.352966,236.429993,131.322525,119.400002,274.690002,119.809998,1662.130005,311.236359,109.25,115.499405,69.069283,580,125.349998,298.087372,46.29409,142.025101,67.68663,42.391197,93.25,315.988434,70.896141,435.540009,216.830002,93.349998,54.945248,141.431534,37.885105,81.010002,253.669998,46.120392,99.790001,68.038963,397.75,382.160004,98.760002,46.781734,305.34079,685.440002,63.790001,197.665649,33.588638,374.743256,23.41,22.76,325.589996,83.830002,67.628502,1124.619995,100.832275,50.060001,203.512848,74.099998,54.886005,78.480003,91.216919,488.880005,424.337646,116.896996,477.380005,83.513451,70.882431,196.070007,135.710388,91.800003,104.595955,632.070007,89.669998,166.270004,5.837639,144.177628,209.820007,75.437538,199.220001,107.379997,164.020004,286.152008,125.876907,27.200001,192.990005,211.679993,188.167236,272,39.399078,180.919998,43.099998,68.157715,106.656998
8/3/20,11055.08008,84.790001,447.970001,77.669998,104.849998,287.359985,1482.76001,1474.449951,3111.889893,242.254929,115.459106,315.230011,108.392181,64.603027,365.193115,239.479996,132.854004,120.550003,278.160004,122.040001,1650.23999,315.638367,111.769997,116.701599,68.442741,589.700012,122.410004,294.996582,46.353065,139.130096,67.409225,42.470436,93.290001,319.667328,69.9123,443.670013,226.279999,94.510002,56.22744,142.170563,37.276745,79.959999,251.960007,46.532181,100.540001,70.191788,391.98999,397.859985,101.790001,47.340408,310.652893,688.940002,64.529999,205.400955,33.989201,378.966003,23.299999,22.719999,328.589996,83.519997,68.413147,1172.619995,103.944557,50.389999,214.958664,77.980003,54.886005,77.839996,93.320152,498.619995,440.148254,118.508278,473.790009,84.033691,71.71032,197.070007,134.763977,96.029999,108.537735,645.179993,87.879997,169.039993,5.827711,145.781998,214.419998,74.422241,202.800003,106.879997,167.690002,297,127.623695,27.889999,191.289993,212.050003,186.422256,279.519989,39.757164,181.589996,43.900002,67.881287,105.703194
8/4/20,11096.54004,86.449997,446.920013,85.040001,105.220001,288.269989,1473.300049,1464.969971,3138.830078,238.562744,116.063286,308.779999,109.116043,64.444023,368.898743,239.899994,135.106781,126.669998,276.079987,119.830002,1675.130005,322.673737,109.139999,118.748291,68.532249,600.01001,123.370003,297.86026,46.85434,141.905716,67.290329,42.797283,96.839996,329.830444,70.319756,441.890015,227.679993,95.900002,55.988895,146.12529,38.022476,79.739998,249.830002,46.600811,99.650002,69.360008,390.25,393.679993,99.949997,48.153919,309.596466,683.5,64.57,202.680725,34.272526,382.493256,23.360001,22.77,328.209991,86.099998,68.711113,1173.930054,106.37294,51.299999,211.732391,78.459999,54.975025,78.010002,95.467163,509.640015,448.843048,120.258804,472.880005,83.346588,71.562485,197.330002,135.523071,94.019997,109.884674,648.429993,88.379997,165.070007,5.877351,143.870605,210.889999,74.057526,201.850006,108.389999,177.520004,297.399994,130.495514,27.780001,198.490005,214.380005,187.180069,275.709991,39.611996,181.490005,44.759998,69.036331,107.054413
8/5/20,11125.44043,84.32,449.51001,85.309998,102.75,298.51001,1479.089966,1473.609985,3205.030029,236.486496,115.062912,312.269989,109.511551,64.463913,367.085815,243.199997,133.160294,125.849998,276.170013,119.830002,1724.77002,323.803711,109.650002,115.996178,68.930054,598.26001,125.220001,296.211212,46.520157,141.905716,66.804871,41.88607,97.57,330.005188,70.98558,451.790009,226.020004,95.82,56.316895,145.985474,37.01181,82.580002,249.119995,47.120453,98,67.520332,395.709991,400.73999,97.620003,47.94809,309.905426,692.890015,65.519997,201.780609,33.979431,381.012817,22.860001,22.27,340.420013,87.269997,68.42308,1225.449951,97.630775,51.049999,211.384949,75.800003,54.549706,83.099998,95.676086,502.109985,451.20166,119.214447,468.529999,85.29995,71.670891,202.910004,134.320343,97.459999,110.320465,624.52002,88.68,162.589996,5.867423,143.969635,217.300003,74.69825,201.559998,107.900002,176.020004,297.003998,130.959351,28.030001,201.960007,212.160004,186.123123,273.230011,39.495861,183.990005,44.470001,68.898125,106.875572
8/6/20,11267.08008,86.839996,464.109985,86.709999,103.900002,301.799988,1504.949951,1500.099976,3225,236.56485,115.62748,315.25,113.332329,63.211792,367.803009,243.570007,134.889404,125.580002,277.660004,119.650002,1751.790039,323.430328,110.519997,114.048843,69.566544,602.140015,123.720001,299.232849,46.952629,140.065231,66.953491,42.460529,98.82,333.247253,71.820351,439,215.679993,95.599998,54.746464,146.75444,37.188435,84.209999,265.279999,47.0028,102.379997,67.334404,389.779999,399.329987,97.25,47.928356,311.181122,691.25,64.910004,201.384918,34.467918,375.389099,22.49,21.969999,339.179993,90.389999,68.621719,1219.959961,98.31469,48.700001,214.77005,73.760002,54.886005,83.510002,95.914864,509.079987,453.150513,121.790504,466.070007,85.75148,71.542763,204.089996,133.935867,91.620003,109.993622,621.210022,86.970001,161.800003,5.890307,146.643631,213.660004,74.985664,202.259995,108.099998,177.339996,297.915985,131.985718,27.99,204.009995,211.800003,189.014771,273.339996,39.573284,183.690002,37.299999,69.204163,107.958542
8/7/20,11139.38965,82.470001,449.570007,84.849998,103.279999,305.809998,1498.369995,1494.48999,3167.459961,235.72261,115.211487,312.369995,110.755638,63.172043,364.655243,236.240005,136.341843,125,305.709991,118.669998,1754.47998,320.256531,108.529999,114.028961,69.656059,601.869995,123.730003,306.125397,46.618446,140.413452,66.854416,42.401104,99.239998,330.917633,72.47625,440.700012,204.759995,96.489998,54.875671,143.798386,38.199093,82.559998,268.440002,47.502831,103.910004,67.862823,381.76001,355.660004,96.93,47.395489,308.390503,685.849976,62.060001,200.652939,34.594929,370.053497,22.389999,21.76,342.119995,93.779999,68.224442,1193.969971,98.096634,48.75,210.928314,74.099998,54.994804,83.190002,92.824692,494.730011,447.713745,120.059868,465.179993,86.968643,72.390358,198.630005,134.803406,88.199997,107.210609,620.210022,89.440002,160.449997,5.950006,142.979279,200.380005,75.114502,198.789993,115.089996,174.960007,290.541992,131.80806,27.82,203.880005,210.399994,190.610184,272.98999,40.182999,177.470001,36.990002,71.415535,106.766289
8/10/20,11085.16992,82.260002,443.290009,82.239998,101.879997,302.899994,1496.819946,1496.099976,3148.159912,233.254608,115.647301,308.779999,112.365448,64.831589,363.997772,231.880005,136.519684,125.059998,300.26001,118.25,1768.579956,321.661652,107.190002,112.270401,71.585426,602.340027,124.639999,312.435303,46.913311,136.861832,66.487846,42.6091,98.860001,330.034302,73.619102,421.220001,198.380005,97.739998,54.04076,140.512756,37.590736,84.910004,263,46.992992,99.339996,67.04084,377.190002,353.350006,94.32,48.569771,303.158142,683,61.490002,200.89035,33.989201,373.352234,22.18,21.6,344.320007,97.129997,68.442947,1124.310059,99.375244,49.150002,206.729202,72.010002,54.886005,82,90.810997,483.380005,446.334564,120.736206,461.149994,88.515327,73.316795,193.320007,134.054169,87.529999,105.33876,608.23999,92.510002,157.699997,5.979856,142.651321,197.899994,76.779533,195.639999,116.07,174.729996,283.713989,133.63382,28.4,219.119995,206.300003,189.104507,268.730011,41.479847,181.050003,37.360001,71.524132,105.762802
8/11/20,10876.08008,79.120003,435.230011,76.879997,101.239998,304.130005,1480.540039,1480.319946,3080.669922,229.807251,115.449196,301.920013,109.023705,64.056473,359.913605,228.789993,136.450531,124.599998,289.940002,116.830002,1805.099976,318.389648,105.18,116.453209,72.013062,590.47998,123.989998,314.341125,46.382553,135.031296,65.913216,42.579384,99.940002,322.686188,74.672501,411.149994,191.820007,96.489998,53.961246,135.519409,37.188435,88.120003,256.130005,46.463547,98.220001,66.639626,374.029999,341.209991,92.980003,47.553371,298.194885,675,61.18,198.367966,33.832886,366.645477,22.049999,21.440001,335.369995,97.010002,68.303886,1100.01001,99.751892,47.759998,201.894775,68.970001,54.599159,80.599998,90.438904,466.929993,433.742035,120.676537,454.019989,89.047302,72.883148,189.029999,133.206345,87.269997,107.785042,598.859985,93.599998,153.479996,6.019655,140.455002,195.639999,78.167053,191.039993,113.589996,167.110001,274.877991,134.255539,28.66,216.190002,201.800003,187.349594,261.859985,40.502369,177.550003,36.98,69.61879,103.934685
8/12/20,11157.71973,81.709999,445.359985,82.610001,102.779999,307.980011,1507.23999,1506.619995,3162.23999,236.731339,118.083855,308.399994,112.647041,66.083702,373.36145,231.570007,137.912857,126.110001,293.220001,118.019997,1808.069946,327.832367,107.279999,115.857086,72.371086,598.73999,124.959999,315.881592,47.276981,135.787384,66.359055,42.926044,99.980003,326.889282,74.563187,427.890015,193.300003,99.209999,55.15398,139.713821,37.983227,86.949997,259.890015,47.198887,97.970001,67.363762,384.829987,344.140015,94.220001,48.540161,303.726227,683.090027,62.900002,205.747162,34.516773,379.075287,22.370001,21.690001,345.329987,96.029999,69.624878,1111.640015,101.189087,48.48,207.662354,69.519997,55.420124,82.650002,94.422501,475.470001,457.338013,124.237251,463.51001,88.988197,73.060555,191.320007,135.848389,90.110001,114.678207,612.349976,94.07,158.789993,6.059455,146.646439,190.399994,78.583313,194.339996,115.25,168.110001,310.951996,136.821442,29.360001,217.779999,205.220001,189.882278,270.850006,40.473335,178.25,36.77,70.566536,105.739555
8/13/20,11178.37012,81.290001,450.019989,81.839996,101.889999,312.220001,1516.650024,1518.449951,3161.02002,235.497345,116.984428,314.769989,114.64061,64.662651,373.311646,238.190002,137.596664,124.57,288.540009,116.870003,1792.969971,323.685822,108.660004,113.840195,72.67939,604.219971,124.889999,314.983002,41.989037,136.692688,66.279785,42.975563,100.010002,325.860321,73.539597,435.279999,199.380005,97.269997,55.939194,141.581345,37.599693,86.970001,261.299988,47.07143,99.480003,66.717918,385.25,353.529999,95.559998,47.918488,305.679626,690.559998,62.540001,207.685944,34.751244,374.604126,22.309999,21.620001,350.290009,96.5,68.929626,1157.050049,99.692421,46.139999,207.175903,67.830002,55.400341,83.82,92.500351,481.329987,457.447968,122.078934,461.339996,87.185371,73.395653,193.070007,136.14415,88.849998,112.321068,610.890015,93.07,160.139999,5.979856,147.143341,193.369995,78.315712,196.350006,115.370003,171.279999,324.200012,135.350967,28.700001,222.419998,210.300003,190.161469,267.149994,39.679737,183.759995,35.740002,70.36908,105.201088
8/14/20,11164.4502,80.400002,447.600006,81.300003,102.970001,306.959991,1504.630005,1507.72998,3148.02002,236.335388,116.063286,313.190002,114.538445,67.196686,369.665802,234.350006,137.300262,116.739998,289.450012,118.160004,1778.869995,322.113678,108,112.787041,72.510323,604.98999,123.949997,312.474823,41.7728,135.648117,66.309509,43.351933,100.010002,326.42334,73.78804,425.160004,199.710007,98.839996,55.949135,140.243118,37.589787,86.730003,261.23999,47.051823,99.769997,67.031052,379.399994,347.559998,94.870003,48.244125,304.51358,684.52002,62.060001,210.119827,34.770786,371.245819,22.200001,21.540001,349.119995,96.010002,68.13504,1156.439941,99.315765,45.599998,207.374451,69.150002,55.509144,83.32,91.807892,482.679993,462.285095,122.377327,463.549988,87.628693,73.237953,191.460007,135.611801,85.040001,112.647896,612.570007,94.059998,157.270004,5.950006,145.215347,192.339996,77.671509,196.160004,115.489998,173.410004,330.141998,135.548355,28.540001,225.419998,207.289993,188.605957,267.290009,40.56044,181.580002,35.740002,69.826118,105.01162
8/17/20,11288.57031,81.989998,451.579987,82.419998,102.75,309.519989,1516.23999,1517.97998,3182.409912,239.588913,116.320816,317.359985,114.239403,66.52095,377.04715,239,137.991898,123.919998,289.160004,119.489998,1752.920044,324.570129,109.519997,112.886398,72.460594,604.969971,123.660004,316.967804,41.36982,137.369202,66.913857,43.114227,101.160004,329.995483,74.523438,440.920013,207.699997,100.870003,57.002716,140.263092,37.005077,87.699997,261.160004,47.296936,102.18,67.667114,384.390015,354.130005,97.480003,48.2836,306.975281,694,66.980003,215.206192,35.102959,376.65094,21.719999,21.110001,354.869995,95.720001,68.502541,1189.869995,102.447884,45.220001,208.74437,69.760002,55.904793,83.449997,94.430466,482.350006,493.186737,124.127853,469.459991,87.293747,73.375931,196.289993,135.96669,89.18,111.102875,620.72998,97.129997,161.820007,5.969906,145.185532,195,78.246338,200.210007,116.870003,175.210007,367.127991,136.466156,28.290001,224.080002,206.75,188.526199,273.839996,39.853947,185.240005,35.599998,69.302879,104.343521
8/18/20,11399.03027,83.129997,463.51001,81.660004,103.309998,306.070007,1555.780029,1558.599976,3312.48999,238.100189,116.756615,320.470001,115.191338,66.014137,375.762146,242.690002,138.278427,124.199997,288.880005,118.540001,1778.910034,322.919403,109.150002,110.263443,73.007584,610.690002,127.610001,314.775604,41.2617,139.667313,66.596832,43.12413,101,330.762329,73.947044,437.220001,209.470001,99.239998,56.68465,142.390259,36.737499,88.5,262.339996,47.130257,102.669998,67.579041,386.649994,356.070007,97.559998,48.007301,307.862305,692.390015,70.32,210.368195,34.839172,372.169861,22.6,21.959999,358.779999,94.440002,68.433014,1208.640015,106.402672,44.400002,209.945541,67.029999,56.646629,82.980003,95.475113,491.869995,490.138489,123.710106,470.100006,87.244476,73.425217,194.570007,136.154007,91.589996,110.954315,618.590027,94.300003,157.570007,5.920157,142.303497,197.649994,78.28598,200.089996,116.019997,176.979996,377.417999,137.482651,28.07,216.240005,206.990005,188.586029,271.309998,39.900932,191.559998,34.709999,69.105438,102.927544
8/19/20,11318.63965,81.980003,462.01001,81.089996,101.699997,301.51001,1544.609985,1547.530029,3260.47998,237.104401,117.024048,319.529999,115.335869,65.675148,373.490936,241.419998,137.240952,122.709999,279.980011,76.720001,1767.469971,323.479431,108.529999,111.266914,72.0429,611.659973,128.080002,314.509003,41.15358,139.7668,66.269882,42.906231,100.510002,330.907928,73.589287,432.880005,208.210007,99.75,57.360535,141.671219,36.687946,87.68,262.589996,47.081234,100.440002,64.291092,381.5,353.350006,96.269997,47.691528,309.506744,691.409973,72.559998,209.156204,34.614468,369.805084,22.16,21.5,360.839996,94,68.482674,1212.449951,107.165886,44.049999,208.671814,68,56.142178,82.669998,94.659286,484.529999,485.251404,123.083504,466.059998,86.801178,73.070412,192.440002,134.517517,95.940002,109.973824,629.630005,90.260002,157.720001,5.840558,141.170547,195.460007,76.938103,198.220001,115.139999,172.630005,375.705994,136.663528,27.809999,213.360001,206.149994,186.701462,270.070007,39.40168,191.199997,34.450001,68.690811,102.099899
8/20/20,11477.04981,84,478.480011,82.769997,100.970001,297.25,1576.25,1581.75,3297.370117,235.369171,116.330711,328.320007,117.895126,63.601299,370.731659,249.149994,137.487976,123.480003,277.519989,74.849998,1768.689941,323.106079,111.260002,111.59478,71.237335,612.539978,127.839996,316.019806,41.586056,140.78154,65.902107,42.856709,100.389999,330.878784,73.450157,431.880005,214.479996,98.910004,57.310841,143.289063,35.984318,88.669998,269.01001,47.257717,97,64.633591,383.329987,354.600006,95.529999,48.520428,318.984802,693.049988,73.940002,205.490463,34.047817,356.20282,22.09,21.450001,366.420013,94.019997,68.532333,1218.300049,104.349281,42.990002,213.527893,67.809998,56.616955,83.010002,95.369659,497.899994,485.351379,120.795891,461.98999,85.884987,72.971848,198.179993,134.783707,97.129997,109.597473,616.890015,87.459999,158.5,5.800759,139.759338,200.169998,76.531761,215.160004,115.400002,174.429993,400.365997,136.75235,28,205.399994,208.160004,185.325424,271.429993,38.873062,194.320007,34.099998,68.12809,101.092758
8/21/20,11555.16016,83.209999,473.220001,83.809998,100.510002,294.290009,1575.569946,1580.420044,3284.719971,234.29451,114.914345,324.5,123.970551,62.085796,370.681824,248.270004,136.430771,122.449997,277.070007,75.029999,1779.369995,324.27533,110.57,110.432343,71.4263,613.960022,128.369995,316.375336,41.527077,142.492691,65.325584,42.658619,100.690002,334.509155,73.668777,426.899994,210.179993,100.300003,57.857506,141.022095,36.192432,91.099998,267.01001,47.591068,95.629997,65.073936,383.459991,353.070007,94.110001,48.628975,321.147552,693.880005,74.980003,202.629395,33.764496,351.175232,22.01,21.4,368.75,95.269997,68.045654,1202.280029,107.342911,42.66,211.97554,66.449997,56.844452,82.730003,96.501862,492.309998,507.038483,120.845619,460.329987,85.727356,72.843727,196.789993,134.527374,84,111.915001,605.48999,87.220001,157.5,5.790809,141.170547,202.350006,76.383095,213.100006,115.010002,173.139999,409.996002,138.489273,28.120001,214,206.729996,185.116028,271.279999,38.628334,192.649994,33.709999,68.720421,101.711006
8/24/20,11626.16992,83.099998,476.299988,83.080002,102.43,295.079987,1585.150024,1588.199951,3307.459961,232.253677,116.112823,325.25,125.45327,63.551449,376.529144,251.800003,138.97995,122.879997,276.559998,73,1834.439941,328.186066,111.279999,111.947708,71.963333,612.530029,129.679993,321.28302,41.458279,142.064896,67.214188,43.381645,100.830002,334.043274,74.642685,422.790009,204.490005,102.290001,58.424057,142.140594,37.351936,95.459999,271.390015,46.943974,96.220001,64.662949,380.619995,348.869995,94.040001,48.490826,332.000916,695.73999,76.18,206.99054,34.282295,348.770721,22.27,21.65,376.309998,97.889999,68.631653,1212.089966,106.835678,43.759998,212.642258,64.879997,57.3489,83.690002,98.075798,488.809998,508.507568,123.113342,463.910004,85.609146,74.430496,198.880005,135.690659,83.160004,114.797066,594.77002,89.309998,154.860001,5.820659,141.369308,202.229996,77.978745,213.770004,115.260002,172.550003,402.839996,139.170227,28.58,222.5,207.300003,184.577576,267.429993,38.902431,191.600006,34.540001,69.510208,102.179672
8/25/20,11721.80957,83.620003,484.429993,86.349998,103.339996,296.679993,1605.849976,1608.219971,3346.48999,244.725571,118.75737,326.48999,124.424088,63.860531,379.358154,252.240005,139.375168,125.699997,279.029999,74.400002,1853.800049,330.288818,111.260002,111.808136,71.416351,609.75,127.839996,320.66095,41.242039,142.174347,66.538261,42.995373,101.879997,334.606232,75.358208,430.070007,205.089996,102.639999,57.698475,142.020767,36.796963,96.419998,280.820007,46.953773,98.239998,64.633591,383.929993,350.950012,95.309998,48.776993,335.289856,699.5,78.970001,208.897919,34.555847,350.241272,22.76,22.16,378.5,98.769997,70.339996,1224,108.407089,45.099998,215.40863,66.25,57.25988,83.970001,102.308128,490.579987,509.696899,126.624329,465.940002,85.126427,74.755737,201.669998,135.355484,87.239998,114.83667,610.5,91.25,154.889999,5.830609,141.647568,203.619995,81.982742,216.169998,115.410004,173.020004,404.667999,139.801834,28.75,219.779999,205.699997,185.435104,272.350006,38.667492,194.029999,34.310001,68.0886,103.097061
8/26/20,11971.94043,84.480003,528.48999,86.019997,104.300003,300.700012,1644.130005,1652.380005,3441.850098,246.657974,119.361557,331.480011,126.116135,63.571384,384.428528,248.210007,137.942505,127.470001,279.170013,74.889999,1866.969971,333.757385,112.669998,110.831116,70.99865,614.559998,128.949997,321.865662,41.527077,143.547226,67.343399,43.777828,102.43,334.179138,74.940826,425.690002,214.410004,104.239998,58.225269,143.438873,36.945614,95.110001,303.910004,47.149864,97.940002,64.193237,386.019989,353.559998,93.75,48.895409,341.189972,699.98999,80.379997,210.835098,34.497231,349.545715,23.290001,22.73,381.5,97.379997,70.309998,1215.930054,107.04454,44.959999,220.065674,70.5,57.724766,83.970001,102.574539,547.530029,510.616364,126.84314,462.700012,85.579597,74.74588,203.479996,136.508911,89.25,114.925812,612,89.860001,154.479996,5.800759,141.826477,216.740005,81.675507,219.770004,116.190002,175.389999,430.634003,140.581467,28.6,220.759995,208.509995,185.873856,271.290009,37.85498,213.619995,34.299999,67.259338,104.682564
